new_itemID,artistID,variant,original_idx
291,89,4,7937
292,89,5,7938
293,90,1,7982
294,90,2,7983
295,90,3,7984
296,90,4,7985
297,90,5,7986
298,91,1,8028
299,91,2,8029
300,91,3,8030
301,91,4,8031
302,91,5,8032
303,93,1,8083
304,93,2,8084
305,93,3,8085
306,93,4,8086
307,93,5,8087
308,100,1,34
309,100,2,35
310,100,3,36
311,100,4,37
312,100,5,38
313,101,1,65
314,101,2,66
315,101,3,67
316,101,4,68
317,101,5,69
318,103,1,123
319,103,2,124
320,103,3,125
321,103,4,126
322,103,5,127
323,107,1,258
324,107,2,259
325,107,3,260
326,107,4,261
327,107,5,262
328,126,1,936
329,126,2,937
330,126,3,938
331,126,4,939
332,137,1,1177
333,137,2,1178
334,137,3,1179
335,137,4,1180
336,137,5,1181
337,138,1,1222
338,138,2,1223
339,138,3,1224
340,138,5,1225
341,151,1,1628
342,151,2,1629
343,151,3,1630
344,151,4,1631
345,151,5,1632
346,152,4,1668
347,152,5,1669
348,153,1,1695
349,153,2,1696
350,153,3,1697
351,153,4,1698
352,153,5,1699
353,154,1,1725
354,154,2,1726
355,154,3,1727
356,154,4,1728
357,154,5,1729
358,155,1,1758
359,155,2,1759
360,155,3,1760
361,155,4,1761
362,155,5,1762
363,156,1,1768
364,156,2,1769
365,156,3,1770
366,156,4,1771
367,156,5,1772
368,157,1,1777
369,157,2,1778
370,157,3,1779
371,157,4,1780
372,157,5,1781
373,159,1,1796
374,159,2,1797
375,159,3,1798
376,159,4,1799
377,159,5,1800
378,161,1,1835
379,161,2,1836
380,161,3,1837
381,161,4,1838
382,161,5,1839
383,162,1,1855
384,162,2,1856
385,162,3,1857
386,162,4,1858
387,162,5,1859
388,163,1,1884
389,163,3,1885
390,163,4,1886
391,163,5,1887
392,165,1,1921
393,165,3,1922
394,165,4,1923
395,165,5,1924
396,166,1,1939
397,166,2,1940
398,166,3,1941
399,166,4,1942
400,166,5,1943
401,167,1,1970
402,167,2,1971
403,167,3,1972
404,167,4,1973
405,167,5,1974
406,170,1,2075
407,170,2,2076
408,170,3,2077
409,170,4,2078
410,170,5,2079
411,171,1,2110
412,171,2,2111
413,171,3,2112
414,171,4,2113
415,171,5,2114
416,172,1,2134
417,172,2,2135
418,172,3,2136
419,172,4,2137
420,172,5,2138
421,173,1,2164
422,173,2,2165
423,173,3,2166
424,173,4,2167
425,173,5,2168
426,174,1,2184
427,174,2,2185
428,174,3,2186
429,174,4,2187
430,174,5,2188
431,175,1,2199
432,175,2,2200
433,175,3,2201
434,175,4,2202
435,175,5,2203
436,176,1,2233
437,176,2,2234
438,176,3,2235
439,176,4,2236
440,176,5,2237
441,178,1,2287
442,178,2,2288
443,178,3,2289
444,178,4,2290
445,178,5,2291
446,180,1,2364
447,180,2,2365
448,180,3,2366
449,180,4,2367
450,180,5,2368
451,181,1,2404
452,181,2,2405
453,181,3,2406
454,181,4,2407
455,181,5,2408
456,182,1,2433
457,182,2,2434
458,182,3,2435
459,182,4,2436
460,182,5,2437
461,183,1,2468
462,183,2,2469
463,183,3,2470
464,183,4,2471
465,183,5,2472
466,184,1,2483
467,184,2,2484
468,184,3,2485
469,184,4,2486
470,184,5,2487
471,185,1,2518
472,185,2,2519
473,185,3,2520
474,185,4,2521
475,185,5,2522
476,186,1,2548
477,186,2,2549
478,186,3,2550
479,186,4,2551
480,187,1,2575
481,187,2,2576
482,187,3,2577
483,187,4,2578
484,187,5,2579
485,188,1,2615
486,188,2,2616
487,188,3,2617
488,188,4,2618
489,188,5,2619
490,189,1,2655
491,189,2,2656
492,189,3,2657
493,189,4,2658
494,189,5,2659
495,190,1,2684
496,190,2,2685
497,190,3,2686
498,190,4,2687
499,190,5,2688
500,191,1,2703
501,191,2,2704
502,191,3,2705
503,191,4,2706
504,191,5,2707
505,192,1,2718
506,192,2,2719
507,192,3,2720
508,192,4,2721
509,192,5,2722
510,193,1,2742
511,193,2,2743
512,193,3,2744
513,193,4,2745
514,193,5,2746
515,194,1,2776
516,194,2,2777
517,194,3,2778
518,194,4,2779
519,194,5,2780
520,195,1,2813
521,195,2,2814
522,195,3,2815
523,195,4,2816
524,195,5,2817
525,196,1,2845
526,196,2,2846
527,196,3,2847
528,196,4,2848
529,196,5,2849
530,197,1,2890
531,197,2,2891
532,197,3,2892
533,197,4,2893
534,197,5,2894
535,198,1,2934
536,198,2,2935
537,198,3,2936
538,198,4,2937
539,198,5,2938
540,199,1,2959
541,199,2,2960
542,199,3,2961
543,199,4,2962
544,199,5,2963
545,200,1,2984
546,200,2,2985
547,200,3,2986
548,200,4,2987
549,200,5,2988
550,201,1,3008
551,201,2,3009
552,201,3,3010
553,201,4,3011
554,201,5,3012
555,202,1,3056
556,202,2,3057
557,202,3,3058
558,202,4,3059
559,202,5,3060
560,203,1,3081
561,203,2,3082
562,203,3,3083
563,203,4,3084
564,203,5,3085
565,204,1,3099
566,204,2,3100
567,204,3,3101
568,204,4,3102
569,204,5,3103
570,205,1,3121
571,205,2,3122
572,205,3,3123
573,205,5,3124
574,206,1,3140
575,206,2,3141
576,206,3,3142
577,206,4,3143
578,206,5,3144
579,207,1,3160
580,207,2,3161
581,207,3,3162
582,207,4,3163
583,207,5,3164
584,208,1,3193
585,208,2,3194
586,208,3,3195
587,208,4,3196
588,208,5,3197
589,209,1,3218
590,209,2,3219
591,209,3,3220
592,209,4,3221
593,209,5,3222
594,210,1,3238
595,210,2,3239
596,210,3,3240
597,210,4,3241
598,210,5,3242
599,211,1,3248
600,211,2,3249
601,211,3,3250
602,211,4,3251
603,211,5,3252
604,212,1,3272
605,212,2,3273
606,212,3,3274
607,212,4,3275
608,212,5,3276
609,214,1,3328
610,214,2,3329
611,214,3,3330
612,214,4,3331
613,214,5,3332
614,215,1,3351
615,215,2,3352
616,215,3,3353
617,215,4,3354
618,215,5,3355
619,216,1,3365
620,216,2,3366
621,216,3,3367
622,216,4,3368
623,216,5,3369
624,217,1,3395
625,217,2,3396
626,217,3,3397
627,217,4,3398
628,217,5,3399
629,218,1,3410
630,218,2,3411
631,218,3,3412
632,218,4,3413
633,218,5,3414
634,219,2,3430
635,219,4,3431
636,219,5,3432
637,220,1,3453
638,220,2,3454
639,220,3,3455
640,220,4,3456
641,220,5,3457
642,221,1,3469
643,221,2,3470
644,221,3,3471
645,221,4,3472
646,221,5,3473
647,222,1,3488
648,222,2,3489
649,222,3,3490
650,222,4,3491
651,222,5,3492
652,223,1,3497
653,223,2,3498
654,223,3,3499
655,223,4,3500
656,223,5,3501
657,225,1,3520
658,225,2,3521
659,225,3,3522
660,225,4,3523
661,225,5,3524
662,226,1,3542
663,226,2,3543
664,226,3,3544
665,226,4,3545
666,226,5,3546
667,227,1,3564
668,227,2,3565
669,227,3,3566
670,227,4,3567
671,227,5,3568
672,228,1,3581
673,228,2,3582
674,228,3,3583
675,228,4,3584
676,228,5,3585
677,229,1,3591
678,229,2,3592
679,229,3,3593
680,229,4,3594
681,229,5,3595
682,230,1,3601
683,230,2,3602
684,230,3,3603
685,230,4,3604
686,230,5,3605
687,231,1,3611
688,231,2,3612
689,231,3,3613
690,231,4,3614
691,231,5,3615
692,233,1,3631
693,233,2,3632
694,233,3,3633
695,233,4,3634
696,233,5,3635
697,234,1,3636
698,234,2,3637
699,234,3,3638
700,234,4,3639
701,234,5,3640
702,235,2,3641
703,235,3,3642
704,235,4,3643
705,235,5,3644
706,236,1,3645
707,236,2,3646
708,236,3,3647
709,236,4,3648
710,236,5,3649
711,237,1,3650
712,237,2,3651
713,237,3,3652
714,237,4,3653
715,237,5,3654
716,238,1,3655
717,238,2,3656
718,238,3,3657
719,238,4,3658
720,238,5,3659
721,239,1,3660
722,239,2,3661
723,239,3,3662
724,239,4,3663
725,239,5,3664
726,240,1,3665
727,240,2,3666
728,240,3,3667
729,240,4,3668
730,240,5,3669
731,241,1,3670
732,241,2,3671
733,241,3,3672
734,241,4,3673
735,241,5,3674
736,245,1,3675
737,245,2,3676
738,245,3,3677
739,245,4,3678
740,245,5,3679
741,246,1,3680
742,246,2,3681
743,246,3,3682
744,246,4,3683
745,246,5,3684
746,247,1,3685
747,247,2,3686
748,247,3,3687
749,247,4,3688
750,247,5,3689
751,249,1,3690
752,249,2,3691
753,249,3,3692
754,249,4,3693
755,249,5,3694
756,250,1,3695
757,250,2,3696
758,250,3,3697
759,250,4,3698
760,250,5,3699
761,251,1,3700
762,251,2,3701
763,251,3,3702
764,251,4,3703
765,251,5,3704
766,252,1,3705
767,252,2,3706
768,252,3,3707
769,252,4,3708
770,252,5,3709
771,253,1,3710
772,253,2,3711
773,253,3,3712
774,253,5,3713
775,256,1,3714
776,256,2,3715
777,256,3,3716
778,256,4,3717
779,256,5,3718
780,257,1,3719
781,257,2,3720
782,257,3,3721
783,257,4,3722
784,257,5,3723
785,258,1,3724
786,258,2,3725
787,258,3,3726
788,258,4,3727
789,258,5,3728
790,261,1,3734
791,261,2,3735
792,261,3,3736
793,261,4,3737
794,261,5,3738
795,262,1,3739
796,262,2,3740
797,262,3,3741
798,262,4,3742
799,262,5,3743
800,263,1,3744
801,263,2,3745
802,263,3,3746
803,263,4,3747
804,263,5,3748
805,265,1,3749
806,265,2,3750
807,265,3,3751
808,265,4,3752
809,265,5,3753
810,266,1,3754
811,266,2,3755
812,266,3,3756
813,266,4,3757
814,266,5,3758
815,267,1,3759
816,267,2,3760
817,267,3,3761
818,267,4,3762
819,267,5,3763
820,268,1,3764
821,268,2,3765
822,268,3,3766
823,268,4,3767
824,268,5,3768
825,270,1,3769
826,270,2,3770
827,270,3,3771
828,270,4,3772
829,270,5,3773
830,271,1,3774
831,271,2,3775
832,271,3,3776
833,271,4,3777
834,271,5,3778
835,276,1,3779
836,276,2,3780
837,276,3,3781
838,276,4,3782
839,276,5,3783
840,278,1,3784
841,278,2,3785
842,278,3,3786
843,278,4,3787
844,278,5,3788
845,279,1,3789
846,279,2,3790
847,279,3,3791
848,279,4,3792
849,279,5,3793
850,283,1,3798
851,283,2,3799
852,283,3,3800
853,283,4,3801
854,283,5,3802
855,285,1,3803
856,285,2,3804
857,285,3,3805
858,285,5,3806
859,286,1,3807
860,286,2,3808
861,286,3,3809
862,286,4,3810
863,286,5,3811
864,287,1,3812
865,287,2,3813
866,287,3,3814
867,287,4,3815
868,287,5,3816
869,288,1,3817
870,288,2,3818
871,288,3,3819
872,288,4,3820
873,288,5,3821
874,289,1,3822
875,289,2,3823
876,289,3,3824
877,289,4,3825
878,289,5,3826
879,290,1,3832
880,290,2,3833
881,290,3,3834
882,290,4,3835
883,290,5,3836
884,291,1,3837
885,291,2,3838
886,291,3,3839
887,291,4,3840
888,291,5,3841
889,292,1,3842
890,292,2,3843
891,292,3,3844
892,292,4,3845
893,292,5,3846
894,293,1,3847
895,293,2,3848
896,293,3,3849
897,293,4,3850
898,293,5,3851
899,294,1,3852
900,294,2,3853
901,294,3,3854
902,294,4,3855
903,294,5,3856
904,295,1,3857
905,295,2,3858
906,295,3,3859
907,295,4,3860
908,295,5,3861
909,296,1,3862
910,296,2,3863
911,296,3,3864
912,296,4,3865
913,296,5,3866
914,297,1,3867
915,297,2,3868
916,297,3,3869
917,297,4,3870
918,297,5,3871
919,298,1,3872
920,298,2,3873
921,298,3,3874
922,298,4,3875
923,298,5,3876
924,299,1,3877
925,299,2,3878
926,299,3,3879
927,299,4,3880
928,299,5,3881
929,300,1,3887
930,300,2,3888
931,300,3,3889
932,300,4,3890
933,300,5,3891
934,301,1,3892
935,301,2,3893
936,301,3,3894
937,301,4,3895
938,301,5,3896
939,302,1,3897
940,302,2,3898
941,302,3,3899
942,302,4,3900
943,302,5,3901
944,303,1,3902
945,303,2,3903
946,303,3,3904
947,303,4,3905
948,303,5,3906
949,304,1,3907
950,304,2,3908
951,304,3,3909
952,304,4,3910
953,304,5,3911
954,305,1,3912
955,305,2,3913
956,305,3,3914
957,305,4,3915
958,305,5,3916
959,306,1,3917
960,306,2,3918
961,306,3,3919
962,306,4,3920
963,306,5,3921
964,307,1,3922
965,307,2,3923
966,307,3,3924
967,307,4,3925
968,307,5,3926
969,308,1,3927
970,308,2,3928
971,308,3,3929
972,308,4,3930
973,308,5,3931
974,309,1,3932
975,309,2,3933
976,309,3,3934
977,309,4,3935
978,309,5,3936
979,310,1,3942
980,310,2,3943
981,310,3,3944
982,310,4,3945
983,310,5,3946
984,311,1,3947
985,311,2,3948
986,311,3,3949
987,311,4,3950
988,311,5,3951
989,313,1,3957
990,313,2,3958
991,313,3,3959
992,313,4,3960
993,313,5,3961
994,314,1,3962
995,314,2,3963
996,314,3,3964
997,314,4,3965
998,314,5,3966
999,316,1,3967
1000,316,2,3968
1001,316,3,3969
1002,316,4,3970
1003,316,5,3971
1004,317,1,3972
1005,317,2,3973
1006,317,3,3974
1007,317,4,3975
1008,317,5,3976
1009,318,1,3977
1010,318,2,3978
1011,318,3,3979
1012,318,4,3980
1013,318,5,3981
1014,320,1,3982
1015,320,2,3983
1016,320,3,3984
1017,320,4,3985
1018,320,5,3986
1019,321,1,3987
1020,321,2,3988
1021,321,3,3989
1022,321,4,3990
1023,321,5,3991
1024,322,1,3992
1025,322,2,3993
1026,322,3,3994
1027,322,4,3995
1028,322,5,3996
1029,323,1,3997
1030,323,2,3998
1031,323,3,3999
1032,323,4,4000
1033,323,5,4001
1034,324,1,4002
1035,324,2,4003
1036,324,3,4004
1037,324,4,4005
1038,324,5,4006
1039,325,1,4007
1040,325,2,4008
1041,325,3,4009
1042,325,4,4010
1043,325,5,4011
1044,326,1,4012
1045,326,2,4013
1046,326,3,4014
1047,326,4,4015
1048,326,5,4016
1049,327,1,4017
1050,327,2,4018
1051,327,3,4019
1052,327,4,4020
1053,327,5,4021
1054,328,1,4022
1055,328,2,4023
1056,328,3,4024
1057,328,4,4025
1058,328,5,4026
1059,329,1,4027
1060,329,2,4028
1061,329,3,4029
1062,329,4,4030
1063,329,5,4031
1064,330,1,4037
1065,330,2,4038
1066,330,3,4039
1067,330,4,4040
1068,330,5,4041
1069,331,1,4042
1070,331,2,4043
1071,331,3,4044
1072,331,4,4045
1073,331,5,4046
1074,332,1,4047
1075,332,2,4048
1076,332,3,4049
1077,332,4,4050
1078,332,5,4051
1079,333,1,4052
1080,333,2,4053
1081,333,3,4054
1082,333,4,4055
1083,333,5,4056
1084,334,1,4057
1085,334,2,4058
1086,334,3,4059
1087,334,4,4060
1088,334,5,4061
1089,340,1,4065
1090,340,2,4066
1091,340,3,4067
1092,340,4,4068
1093,340,5,4069
1094,342,1,4070
1095,342,2,4071
1096,342,3,4072
1097,342,4,4073
1098,342,5,4074
1099,344,1,4075
1100,344,2,4076
1101,344,3,4077
1102,344,4,4078
1103,344,5,4079
1104,346,1,4080
1105,346,2,4081
1106,346,3,4082
1107,346,4,4083
1108,346,5,4084
1109,348,1,4085
1110,348,2,4086
1111,348,3,4087
1112,348,4,4088
1113,348,5,4089
1114,349,1,4090
1115,349,2,4091
1116,349,3,4092
1117,349,4,4093
1118,349,5,4094
1119,350,1,4100
1120,350,2,4101
1121,350,3,4102
1122,350,4,4103
1123,350,5,4104
1124,352,1,4105
1125,352,2,4106
1126,352,3,4107
1127,352,4,4108
1128,352,5,4109
1129,354,1,4110
1130,354,2,4111
1131,354,3,4112
1132,354,4,4113
1133,354,5,4114
1134,355,1,4115
1135,355,2,4116
1136,355,3,4117
1137,355,4,4118
1138,355,5,4119
1139,356,1,4120
1140,356,2,4121
1141,356,3,4122
1142,356,4,4123
1143,356,5,4124
1144,357,1,4125
1145,357,2,4126
1146,357,3,4127
1147,357,4,4128
1148,357,5,4129
1149,359,1,4130
1150,359,2,4131
1151,359,3,4132
1152,359,4,4133
1153,359,5,4134
1154,360,1,4135
1155,360,2,4136
1156,360,3,4137
1157,360,4,4138
1158,360,5,4139
1159,362,1,4140
1160,362,2,4141
1161,362,3,4142
1162,362,4,4143
1163,362,5,4144
1164,364,1,4145
1165,364,2,4146
1166,364,3,4147
1167,364,4,4148
1168,364,5,4149
1169,366,1,4150
1170,366,2,4151
1171,366,3,4152
1172,366,4,4153
1173,366,5,4154
1174,367,1,4155
1175,367,2,4156
1176,367,3,4157
1177,367,4,4158
1178,367,5,4159
1179,369,1,4160
1180,369,2,4161
1181,369,3,4162
1182,369,4,4163
1183,369,5,4164
1184,370,1,4170
1185,370,2,4171
1186,370,3,4172
1187,370,4,4173
1188,370,5,4174
1189,371,1,4175
1190,371,2,4176
1191,371,3,4177
1192,371,4,4178
1193,371,5,4179
1194,374,1,4180
1195,374,2,4181
1196,374,3,4182
1197,374,4,4183
1198,374,5,4184
1199,376,2,4185
1200,376,3,4186
1201,376,4,4187
1202,376,5,4188
1203,377,1,4189
1204,377,2,4190
1205,377,3,4191
1206,377,4,4192
1207,377,5,4193
1208,378,1,4194
1209,378,2,4195
1210,378,3,4196
1211,378,4,4197
1212,378,5,4198
1213,383,1,4204
1214,383,2,4205
1215,383,3,4206
1216,383,4,4207
1217,383,5,4208
1218,384,1,4209
1219,384,2,4210
1220,384,3,4211
1221,384,4,4212
1222,384,5,4213
1223,386,1,4214
1224,386,3,4215
1225,386,4,4216
1226,386,5,4217
1227,388,1,4218
1228,388,2,4219
1229,388,3,4220
1230,388,4,4221
1231,388,5,4222
1232,389,1,4223
1233,389,2,4224
1234,389,3,4225
1235,389,4,4226
1236,389,5,4227
1237,390,1,4233
1238,390,2,4234
1239,390,3,4235
1240,390,4,4236
1241,390,5,4237
1242,393,1,4238
1243,393,2,4239
1244,393,3,4240
1245,393,4,4241
1246,393,5,4242
1247,396,1,4243
1248,396,3,4244
1249,399,1,4245
1250,399,2,4246
1251,399,3,4247
1252,399,4,4248
1253,399,5,4249
1254,400,1,4255
1255,400,2,4256
1256,400,3,4257
1257,400,4,4258
1258,400,5,4259
1259,403,1,4260
1260,403,2,4261
1261,403,3,4262
1262,403,4,4263
1263,403,5,4264
1264,405,1,4265
1265,405,2,4266
1266,405,3,4267
1267,405,4,4268
1268,405,5,4269
1269,407,1,4270
1270,407,2,4271
1271,407,3,4272
1272,407,4,4273
1273,407,5,4274
1274,408,1,4275
1275,408,2,4276
1276,408,3,4277
1277,408,4,4278
1278,408,5,4279
1279,409,2,4280
1280,409,3,4281
1281,409,4,4282
1282,409,5,4283
1283,412,1,4333
1284,412,2,4334
1285,412,3,4335
1286,412,4,4336
1287,412,5,4337
1288,413,1,4358
1289,413,2,4359
1290,413,3,4360
1291,413,4,4361
1292,413,5,4362
1293,416,1,4401
1294,416,2,4402
1295,416,3,4403
1296,416,4,4404
1297,416,5,4405
1298,418,1,4455
1299,418,2,4456
1300,418,3,4457
1301,418,4,4458
1302,419,1,4484
1303,419,2,4485
1304,419,3,4486
1305,419,4,4487
1306,419,5,4488
1307,420,1,4503
1308,420,2,4504
1309,420,3,4505
1310,420,4,4506
1311,420,5,4507
1312,421,1,4521
1313,421,2,4522
1314,421,3,4523
1315,421,4,4524
1316,421,5,4525
1317,422,1,4545
1318,422,2,4546
1319,422,3,4547
1320,422,5,4548
1321,423,2,4558
1322,423,3,4559
1323,423,5,4560
1324,424,1,4568
1325,424,2,4569
1326,424,3,4570
1327,424,4,4571
1328,424,5,4572
1329,425,1,4598
1330,425,2,4599
1331,425,3,4600
1332,425,4,4601
1333,425,5,4602
1334,426,1,4618
1335,426,2,4619
1336,426,3,4620
1337,426,4,4621
1338,426,5,4622
1339,427,1,4637
1340,427,2,4638
1341,427,3,4639
1342,427,4,4640
1343,427,5,4641
1344,428,1,4646
1345,428,2,4647
1346,428,3,4648
1347,428,4,4649
1348,428,5,4650
1349,429,1,4669
1350,429,2,4670
1351,429,3,4671
1352,429,4,4672
1353,429,5,4673
1354,430,1,4684
1355,430,2,4685
1356,430,3,4686
1357,430,4,4687
1358,430,5,4688
1359,431,1,4704
1360,431,2,4705
1361,431,3,4706
1362,431,4,4707
1363,431,5,4708
1364,432,1,4709
1365,432,2,4710
1366,432,3,4711
1367,432,4,4712
1368,432,5,4713
1369,433,1,4714
1370,433,2,4715
1371,433,3,4716
1372,433,4,4717
1373,433,5,4718
1374,434,1,4743
1375,434,2,4744
1376,434,3,4745
1377,434,4,4746
1378,434,5,4747
1379,436,1,4785
1380,436,2,4786
1381,436,3,4787
1382,436,4,4788
1383,436,5,4789
1384,437,1,4795
1385,437,2,4796
1386,437,3,4797
1387,437,5,4798
1388,438,1,4817
1389,438,2,4818
1390,438,3,4819
1391,438,4,4820
1392,438,5,4821
1393,439,2,4822
1394,439,3,4823
1395,439,5,4824
1396,440,1,4825
1397,440,2,4826
1398,440,3,4827
1399,440,4,4828
1400,440,5,4829
1401,441,1,4830
1402,441,2,4831
1403,441,3,4832
1404,441,4,4833
1405,441,5,4834
1406,442,1,4840
1407,442,2,4841
1408,442,3,4842
1409,442,4,4843
1410,442,5,4844
1411,443,1,4874
1412,443,2,4875
1413,443,3,4876
1414,443,4,4877
1415,443,5,4878
1416,444,1,4899
1417,444,2,4900
1418,444,3,4901
1419,444,4,4902
1420,444,5,4903
1421,445,1,4923
1422,445,2,4924
1423,445,3,4925
1424,445,4,4926
1425,445,5,4927
1426,446,1,4938
1427,446,2,4939
1428,446,3,4940
1429,446,4,4941
1430,446,5,4942
1431,447,1,4948
1432,447,2,4949
1433,447,3,4950
1434,447,4,4951
1435,447,5,4952
1436,448,1,4965
1437,448,2,4966
1438,448,3,4967
1439,448,4,4968
1440,448,5,4969
1441,450,1,4989
1442,450,2,4990
1443,450,3,4991
1444,450,4,4992
1445,450,5,4993
1446,453,1,5009
1447,453,2,5010
1448,453,3,5011
1449,453,4,5012
1450,453,5,5013
1451,454,1,5024
1452,454,2,5025
1453,454,3,5026
1454,454,4,5027
1455,454,5,5028
1456,455,1,5044
1457,455,2,5045
1458,455,3,5046
1459,455,4,5047
1460,455,5,5048
1461,456,1,5078
1462,456,2,5079
1463,456,3,5080
1464,456,4,5081
1465,456,5,5082
1466,457,1,5093
1467,457,2,5094
1468,457,3,5095
1469,457,4,5096
1470,457,5,5097
1471,458,1,5108
1472,458,2,5109
1473,458,3,5110
1474,458,4,5111
1475,458,5,5112
1476,459,1,5113
1477,459,2,5114
1478,459,3,5115
1479,459,4,5116
1480,459,5,5117
1481,460,1,5143
1482,460,2,5144
1483,460,3,5145
1484,460,4,5146
1485,460,5,5147
1486,461,1,5173
1487,461,2,5174
1488,461,3,5175
1489,461,4,5176
1490,461,5,5177
1491,463,1,5183
1492,463,2,5184
1493,463,3,5185
1494,463,4,5186
1495,463,5,5187
1496,464,1,5193
1497,464,2,5194
1498,464,3,5195
