item_id,idx,artist_id,variant
49_4,133,49,4
49_5,134,49,5
51_1,135,51,1
51_2,136,51,2
51_3,137,51,3
51_4,138,51,4
51_5,139,51,5
52_1,140,52,1
52_2,141,52,2
52_3,142,52,3
52_4,143,52,4
52_5,144,52,5
53_1,145,53,1
53_2,146,53,2
53_3,147,53,3
53_4,148,53,4
53_5,149,53,5
54_1,150,54,1
54_2,151,54,2
54_3,152,54,3
54_4,153,54,4
54_5,154,54,5
55_1,155,55,1
55_2,156,55,2
55_3,157,55,3
55_4,158,55,4
55_5,159,55,5
56_1,160,56,1
56_2,161,56,2
56_3,162,56,3
56_4,163,56,4
56_5,164,56,5
57_1,165,57,1
57_2,166,57,2
57_3,167,57,3
57_4,168,57,4
57_5,169,57,5
58_1,170,58,1
58_2,171,58,2
58_3,172,58,3
58_4,173,58,4
58_5,174,58,5
59_1,175,59,1
59_2,176,59,2
59_3,177,59,3
59_4,178,59,4
59_5,179,59,5
61_1,180,61,1
61_2,181,61,2
61_3,182,61,3
61_4,183,61,4
61_5,184,61,5
63_1,185,63,1
63_2,186,63,2
63_3,187,63,3
63_4,188,63,4
63_5,189,63,5
64_1,190,64,1
64_2,191,64,2
64_4,192,64,4
64_5,193,64,5
65_1,194,65,1
65_2,195,65,2
65_3,196,65,3
65_4,197,65,4
65_5,198,65,5
66_1,199,66,1
66_2,200,66,2
66_3,201,66,3
66_4,202,66,4
66_5,203,66,5
67_1,204,67,1
67_2,205,67,2
67_3,206,67,3
67_4,207,67,4
67_5,208,67,5
68_1,209,68,1
68_2,210,68,2
68_3,211,68,3
68_4,212,68,4
68_5,213,68,5
69_1,214,69,1
69_2,215,69,2
69_3,216,69,3
69_4,217,69,4
69_5,218,69,5
70_1,219,70,1
70_2,220,70,2
70_3,221,70,3
70_4,222,70,4
70_5,223,70,5
71_1,224,71,1
71_2,225,71,2
71_3,226,71,3
71_4,227,71,4
71_5,228,71,5
72_1,229,72,1
72_2,230,72,2
72_3,231,72,3
72_4,232,72,4
72_5,233,72,5
73_1,234,73,1
73_2,235,73,2
73_3,236,73,3
73_4,237,73,4
73_5,238,73,5
75_1,239,75,1
75_2,240,75,2
75_3,241,75,3
75_4,242,75,4
75_5,243,75,5
76_1,244,76,1
76_2,245,76,2
76_3,246,76,3
76_4,247,76,4
76_5,248,76,5
77_1,249,77,1
77_2,250,77,2
77_3,251,77,3
77_4,252,77,4
77_5,253,77,5
80_1,254,80,1
80_2,255,80,2
80_3,256,80,3
80_4,257,80,4
80_5,258,80,5
81_1,259,81,1
81_2,260,81,2
81_3,261,81,3
81_4,262,81,4
81_5,263,81,5
82_2,264,82,2
82_3,265,82,3
82_4,266,82,4
82_5,267,82,5
84_1,268,84,1
84_2,269,84,2
84_3,270,84,3
84_4,271,84,4
84_5,272,84,5
85_1,273,85,1
85_2,274,85,2
85_3,275,85,3
85_4,276,85,4
85_5,277,85,5
86_1,278,86,1
86_2,279,86,2
86_3,280,86,3
86_4,281,86,4
86_5,282,86,5
88_1,283,88,1
88_2,284,88,2
88_3,285,88,3
88_4,286,88,4
88_5,287,88,5
89_1,288,89,1
89_2,289,89,2
89_3,290,89,3
89_4,291,89,4
89_5,292,89,5
90_1,293,90,1
90_2,294,90,2
90_3,295,90,3
90_4,296,90,4
90_5,297,90,5
91_1,298,91,1
91_2,299,91,2
91_3,300,91,3
91_4,301,91,4
91_5,302,91,5
93_1,303,93,1
93_2,304,93,2
93_3,305,93,3
93_4,306,93,4
93_5,307,93,5
100_1,308,100,1
100_2,309,100,2
100_3,310,100,3
100_4,311,100,4
100_5,312,100,5
101_1,313,101,1
101_2,314,101,2
101_3,315,101,3
101_4,316,101,4
101_5,317,101,5
103_1,318,103,1
103_2,319,103,2
103_3,320,103,3
103_4,321,103,4
103_5,322,103,5
107_1,323,107,1
107_2,324,107,2
107_3,325,107,3
107_4,326,107,4
107_5,327,107,5
126_1,328,126,1
126_2,329,126,2
126_3,330,126,3
126_4,331,126,4
137_1,332,137,1
137_2,333,137,2
137_3,334,137,3
137_4,335,137,4
137_5,336,137,5
138_1,337,138,1
138_2,338,138,2
138_3,339,138,3
138_5,340,138,5
151_1,341,151,1
151_2,342,151,2
151_3,343,151,3
151_4,344,151,4
151_5,345,151,5
152_4,346,152,4
152_5,347,152,5
153_1,348,153,1
153_2,349,153,2
153_3,350,153,3
153_4,351,153,4
153_5,352,153,5
154_1,353,154,1
154_2,354,154,2
154_3,355,154,3
154_4,356,154,4
154_5,357,154,5
155_1,358,155,1
155_2,359,155,2
155_3,360,155,3
155_4,361,155,4
155_5,362,155,5
156_1,363,156,1
156_2,364,156,2
156_3,365,156,3
156_4,366,156,4
156_5,367,156,5
157_1,368,157,1
157_2,369,157,2
157_3,370,157,3
157_4,371,157,4
157_5,372,157,5
159_1,373,159,1
159_2,374,159,2
159_3,375,159,3
159_4,376,159,4
159_5,377,159,5
161_1,378,161,1
161_2,379,161,2
161_3,380,161,3
161_4,381,161,4
161_5,382,161,5
162_1,383,162,1
162_2,384,162,2
162_3,385,162,3
162_4,386,162,4
162_5,387,162,5
163_1,388,163,1
163_3,389,163,3
163_4,390,163,4
163_5,391,163,5
165_1,392,165,1
165_3,393,165,3
165_4,394,165,4
165_5,395,165,5
166_1,396,166,1
166_2,397,166,2
166_3,398,166,3
166_4,399,166,4
166_5,400,166,5
167_1,401,167,1
167_2,402,167,2
167_3,403,167,3
167_4,404,167,4
167_5,405,167,5
170_1,406,170,1
170_2,407,170,2
170_3,408,170,3
170_4,409,170,4
170_5,410,170,5
171_1,411,171,1
171_2,412,171,2
171_3,413,171,3
171_4,414,171,4
171_5,415,171,5
172_1,416,172,1
172_2,417,172,2
172_3,418,172,3
172_4,419,172,4
172_5,420,172,5
173_1,421,173,1
173_2,422,173,2
173_3,423,173,3
173_4,424,173,4
173_5,425,173,5
174_1,426,174,1
174_2,427,174,2
174_3,428,174,3
174_4,429,174,4
174_5,430,174,5
175_1,431,175,1
175_2,432,175,2
175_3,433,175,3
175_4,434,175,4
175_5,435,175,5
176_1,436,176,1
176_2,437,176,2
176_3,438,176,3
176_4,439,176,4
176_5,440,176,5
178_1,441,178,1
178_2,442,178,2
178_3,443,178,3
178_4,444,178,4
178_5,445,178,5
180_1,446,180,1
180_2,447,180,2
180_3,448,180,3
180_4,449,180,4
180_5,450,180,5
181_1,451,181,1
181_2,452,181,2
181_3,453,181,3
181_4,454,181,4
181_5,455,181,5
182_1,456,182,1
182_2,457,182,2
182_3,458,182,3
182_4,459,182,4
182_5,460,182,5
183_1,461,183,1
183_2,462,183,2
183_3,463,183,3
183_4,464,183,4
183_5,465,183,5
184_1,466,184,1
184_2,467,184,2
184_3,468,184,3
184_4,469,184,4
184_5,470,184,5
185_1,471,185,1
185_2,472,185,2
185_3,473,185,3
185_4,474,185,4
185_5,475,185,5
186_1,476,186,1
186_2,477,186,2
186_3,478,186,3
186_4,479,186,4
187_1,480,187,1
187_2,481,187,2
187_3,482,187,3
187_4,483,187,4
187_5,484,187,5
188_1,485,188,1
188_2,486,188,2
188_3,487,188,3
188_4,488,188,4
188_5,489,188,5
189_1,490,189,1
189_2,491,189,2
189_3,492,189,3
189_4,493,189,4
189_5,494,189,5
190_1,495,190,1
190_2,496,190,2
190_3,497,190,3
190_4,498,190,4
190_5,499,190,5
191_1,500,191,1
191_2,501,191,2
191_3,502,191,3
191_4,503,191,4
191_5,504,191,5
192_1,505,192,1
192_2,506,192,2
192_3,507,192,3
192_4,508,192,4
192_5,509,192,5
193_1,510,193,1
193_2,511,193,2
193_3,512,193,3
193_4,513,193,4
193_5,514,193,5
194_1,515,194,1
194_2,516,194,2
194_3,517,194,3
194_4,518,194,4
194_5,519,194,5
195_1,520,195,1
195_2,521,195,2
195_3,522,195,3
195_4,523,195,4
195_5,524,195,5
196_1,525,196,1
196_2,526,196,2
196_3,527,196,3
196_4,528,196,4
196_5,529,196,5
197_1,530,197,1
197_2,531,197,2
197_3,532,197,3
197_4,533,197,4
197_5,534,197,5
198_1,535,198,1
198_2,536,198,2
198_3,537,198,3
198_4,538,198,4
198_5,539,198,5
199_1,540,199,1
199_2,541,199,2
199_3,542,199,3
199_4,543,199,4
199_5,544,199,5
200_1,545,200,1
200_2,546,200,2
200_3,547,200,3
200_4,548,200,4
200_5,549,200,5
201_1,550,201,1
201_2,551,201,2
201_3,552,201,3
201_4,553,201,4
201_5,554,201,5
202_1,555,202,1
202_2,556,202,2
202_3,557,202,3
202_4,558,202,4
202_5,559,202,5
203_1,560,203,1
203_2,561,203,2
203_3,562,203,3
203_4,563,203,4
203_5,564,203,5
204_1,565,204,1
204_2,566,204,2
204_3,567,204,3
204_4,568,204,4
204_5,569,204,5
205_1,570,205,1
205_2,571,205,2
205_3,572,205,3
205_5,573,205,5
206_1,574,206,1
206_2,575,206,2
206_3,576,206,3
206_4,577,206,4
206_5,578,206,5
207_1,579,207,1
207_2,580,207,2
207_3,581,207,3
207_4,582,207,4
207_5,583,207,5
208_1,584,208,1
208_2,585,208,2
208_3,586,208,3
208_4,587,208,4
208_5,588,208,5
209_1,589,209,1
209_2,590,209,2
209_3,591,209,3
209_4,592,209,4
209_5,593,209,5
210_1,594,210,1
210_2,595,210,2
210_3,596,210,3
210_4,597,210,4
210_5,598,210,5
211_1,599,211,1
211_2,600,211,2
211_3,601,211,3
211_4,602,211,4
211_5,603,211,5
212_1,604,212,1
212_2,605,212,2
212_3,606,212,3
212_4,607,212,4
212_5,608,212,5
214_1,609,214,1
214_2,610,214,2
214_3,611,214,3
214_4,612,214,4
214_5,613,214,5
215_1,614,215,1
215_2,615,215,2
215_3,616,215,3
215_4,617,215,4
215_5,618,215,5
216_1,619,216,1
216_2,620,216,2
216_3,621,216,3
216_4,622,216,4
216_5,623,216,5
217_1,624,217,1
217_2,625,217,2
217_3,626,217,3
217_4,627,217,4
217_5,628,217,5
218_1,629,218,1
218_2,630,218,2
218_3,631,218,3
218_4,632,218,4
218_5,633,218,5
219_2,634,219,2
219_4,635,219,4
219_5,636,219,5
220_1,637,220,1
220_2,638,220,2
220_3,639,220,3
220_4,640,220,4
220_5,641,220,5
221_1,642,221,1
221_2,643,221,2
221_3,644,221,3
221_4,645,221,4
221_5,646,221,5
222_1,647,222,1
222_2,648,222,2
222_3,649,222,3
222_4,650,222,4
222_5,651,222,5
223_1,652,223,1
223_2,653,223,2
223_3,654,223,3
223_4,655,223,4
223_5,656,223,5
225_1,657,225,1
225_2,658,225,2
225_3,659,225,3
225_4,660,225,4
225_5,661,225,5
226_1,662,226,1
226_2,663,226,2
226_3,664,226,3
226_4,665,226,4
226_5,666,226,5
227_1,667,227,1
227_2,668,227,2
227_3,669,227,3
227_4,670,227,4
227_5,671,227,5
228_1,672,228,1
228_2,673,228,2
228_3,674,228,3
228_4,675,228,4
228_5,676,228,5
229_1,677,229,1
229_2,678,229,2
229_3,679,229,3
229_4,680,229,4
229_5,681,229,5
230_1,682,230,1
230_2,683,230,2
230_3,684,230,3
230_4,685,230,4
230_5,686,230,5
231_1,687,231,1
231_2,688,231,2
231_3,689,231,3
231_4,690,231,4
231_5,691,231,5
233_1,692,233,1
233_2,693,233,2
233_3,694,233,3
233_4,695,233,4
233_5,696,233,5
234_1,697,234,1
234_2,698,234,2
234_3,699,234,3
234_4,700,234,4
234_5,701,234,5
235_2,702,235,2
235_3,703,235,3
235_4,704,235,4
235_5,705,235,5
236_1,706,236,1
236_2,707,236,2
236_3,708,236,3
236_4,709,236,4
236_5,710,236,5
237_1,711,237,1
237_2,712,237,2
237_3,713,237,3
237_4,714,237,4
237_5,715,237,5
238_1,716,238,1
238_2,717,238,2
238_3,718,238,3
238_4,719,238,4
238_5,720,238,5
239_1,721,239,1
239_2,722,239,2
239_3,723,239,3
239_4,724,239,4
239_5,725,239,5
240_1,726,240,1
240_2,727,240,2
240_3,728,240,3
240_4,729,240,4
240_5,730,240,5
241_1,731,241,1
241_2,732,241,2
241_3,733,241,3
241_4,734,241,4
241_5,735,241,5
245_1,736,245,1
245_2,737,245,2
245_3,738,245,3
245_4,739,245,4
245_5,740,245,5
246_1,741,246,1
246_2,742,246,2
246_3,743,246,3
246_4,744,246,4
246_5,745,246,5
247_1,746,247,1
247_2,747,247,2
247_3,748,247,3
247_4,749,247,4
247_5,750,247,5
249_1,751,249,1
249_2,752,249,2
249_3,753,249,3
249_4,754,249,4
249_5,755,249,5
250_1,756,250,1
250_2,757,250,2
250_3,758,250,3
250_4,759,250,4
250_5,760,250,5
251_1,761,251,1
251_2,762,251,2
251_3,763,251,3
251_4,764,251,4
251_5,765,251,5
252_1,766,252,1
252_2,767,252,2
252_3,768,252,3
252_4,769,252,4
252_5,770,252,5
253_1,771,253,1
253_2,772,253,2
253_3,773,253,3
253_5,774,253,5
256_1,775,256,1
256_2,776,256,2
256_3,777,256,3
256_4,778,256,4
256_5,779,256,5
257_1,780,257,1
257_2,781,257,2
257_3,782,257,3
257_4,783,257,4
257_5,784,257,5
258_1,785,258,1
258_2,786,258,2
258_3,787,258,3
258_4,788,258,4
258_5,789,258,5
261_1,790,261,1
261_2,791,261,2
261_3,792,261,3
261_4,793,261,4
261_5,794,261,5
262_1,795,262,1
262_2,796,262,2
262_3,797,262,3
262_4,798,262,4
262_5,799,262,5
263_1,800,263,1
263_2,801,263,2
263_3,802,263,3
263_4,803,263,4
263_5,804,263,5
265_1,805,265,1
265_2,806,265,2
265_3,807,265,3
265_4,808,265,4
265_5,809,265,5
266_1,810,266,1
266_2,811,266,2
266_3,812,266,3
266_4,813,266,4
266_5,814,266,5
267_1,815,267,1
267_2,816,267,2
267_3,817,267,3
267_4,818,267,4
267_5,819,267,5
268_1,820,268,1
268_2,821,268,2
268_3,822,268,3
268_4,823,268,4
268_5,824,268,5
270_1,825,270,1
270_2,826,270,2
270_3,827,270,3
270_4,828,270,4
270_5,829,270,5
271_1,830,271,1
271_2,831,271,2
271_3,832,271,3
271_4,833,271,4
271_5,834,271,5
276_1,835,276,1
276_2,836,276,2
276_3,837,276,3
276_4,838,276,4
276_5,839,276,5
278_1,840,278,1
278_2,841,278,2
278_3,842,278,3
278_4,843,278,4
278_5,844,278,5
279_1,845,279,1
279_2,846,279,2
279_3,847,279,3
279_4,848,279,4
279_5,849,279,5
283_1,850,283,1
283_2,851,283,2
283_3,852,283,3
283_4,853,283,4
283_5,854,283,5
285_1,855,285,1
285_2,856,285,2
285_3,857,285,3
285_5,858,285,5
286_1,859,286,1
286_2,860,286,2
286_3,861,286,3
286_4,862,286,4
286_5,863,286,5
287_1,864,287,1
287_2,865,287,2
287_3,866,287,3
287_4,867,287,4
287_5,868,287,5
288_1,869,288,1
288_2,870,288,2
288_3,871,288,3
288_4,872,288,4
288_5,873,288,5
289_1,874,289,1
289_2,875,289,2
289_3,876,289,3
289_4,877,289,4
289_5,878,289,5
290_1,879,290,1
290_2,880,290,2
290_3,881,290,3
290_4,882,290,4
290_5,883,290,5
291_1,884,291,1
291_2,885,291,2
291_3,886,291,3
291_4,887,291,4
291_5,888,291,5
292_1,889,292,1
292_2,890,292,2
292_3,891,292,3
292_4,892,292,4
292_5,893,292,5
293_1,894,293,1
293_2,895,293,2
293_3,896,293,3
293_4,897,293,4
293_5,898,293,5
294_1,899,294,1
294_2,900,294,2
294_3,901,294,3
294_4,902,294,4
294_5,903,294,5
295_1,904,295,1
295_2,905,295,2
295_3,906,295,3
295_4,907,295,4
295_5,908,295,5
296_1,909,296,1
296_2,910,296,2
296_3,911,296,3
296_4,912,296,4
296_5,913,296,5
297_1,914,297,1
297_2,915,297,2
297_3,916,297,3
297_4,917,297,4
297_5,918,297,5
298_1,919,298,1
298_2,920,298,2
298_3,921,298,3
298_4,922,298,4
298_5,923,298,5
299_1,924,299,1
299_2,925,299,2
299_3,926,299,3
299_4,927,299,4
299_5,928,299,5
300_1,929,300,1
300_2,930,300,2
300_3,931,300,3
300_4,932,300,4
300_5,933,300,5
301_1,934,301,1
301_2,935,301,2
301_3,936,301,3
301_4,937,301,4
301_5,938,301,5
302_1,939,302,1
302_2,940,302,2
302_3,941,302,3
302_4,942,302,4
302_5,943,302,5
303_1,944,303,1
303_2,945,303,2
303_3,946,303,3
303_4,947,303,4
303_5,948,303,5
304_1,949,304,1
304_2,950,304,2
304_3,951,304,3
304_4,952,304,4
304_5,953,304,5
305_1,954,305,1
305_2,955,305,2
305_3,956,305,3
305_4,957,305,4
305_5,958,305,5
306_1,959,306,1
306_2,960,306,2
306_3,961,306,3
306_4,962,306,4
306_5,963,306,5
307_1,964,307,1
307_2,965,307,2
307_3,966,307,3
307_4,967,307,4
307_5,968,307,5
308_1,969,308,1
308_2,970,308,2
308_3,971,308,3
308_4,972,308,4
308_5,973,308,5
309_1,974,309,1
309_2,975,309,2
309_3,976,309,3
309_4,977,309,4
309_5,978,309,5
310_1,979,310,1
310_2,980,310,2
310_3,981,310,3
310_4,982,310,4
310_5,983,310,5
311_1,984,311,1
311_2,985,311,2
311_3,986,311,3
311_4,987,311,4
311_5,988,311,5
313_1,989,313,1
313_2,990,313,2
313_3,991,313,3
313_4,992,313,4
313_5,993,313,5
314_1,994,314,1
314_2,995,314,2
314_3,996,314,3
314_4,997,314,4
314_5,998,314,5
316_1,999,316,1
316_2,1000,316,2
316_3,1001,316,3
316_4,1002,316,4
316_5,1003,316,5
317_1,1004,317,1
317_2,1005,317,2
317_3,1006,317,3
317_4,1007,317,4
317_5,1008,317,5
318_1,1009,318,1
318_2,1010,318,2
318_3,1011,318,3
318_4,1012,318,4
318_5,1013,318,5
320_1,1014,320,1
320_2,1015,320,2
320_3,1016,320,3
320_4,1017,320,4
320_5,1018,320,5
321_1,1019,321,1
321_2,1020,321,2
321_3,1021,321,3
321_4,1022,321,4
321_5,1023,321,5
322_1,1024,322,1
322_2,1025,322,2
322_3,1026,322,3
322_4,1027,322,4
322_5,1028,322,5
323_1,1029,323,1
323_2,1030,323,2
323_3,1031,323,3
323_4,1032,323,4
323_5,1033,323,5
324_1,1034,324,1
324_2,1035,324,2
324_3,1036,324,3
324_4,1037,324,4
324_5,1038,324,5
325_1,1039,325,1
325_2,1040,325,2
325_3,1041,325,3
325_4,1042,325,4
325_5,1043,325,5
326_1,1044,326,1
326_2,1045,326,2
326_3,1046,326,3
326_4,1047,326,4
326_5,1048,326,5
327_1,1049,327,1
327_2,1050,327,2
327_3,1051,327,3
327_4,1052,327,4
327_5,1053,327,5
328_1,1054,328,1
328_2,1055,328,2
328_3,1056,328,3
328_4,1057,328,4
328_5,1058,328,5
329_1,1059,329,1
329_2,1060,329,2
329_3,1061,329,3
329_4,1062,329,4
329_5,1063,329,5
330_1,1064,330,1
330_2,1065,330,2
330_3,1066,330,3
330_4,1067,330,4
330_5,1068,330,5
331_1,1069,331,1
331_2,1070,331,2
331_3,1071,331,3
331_4,1072,331,4
331_5,1073,331,5
332_1,1074,332,1
332_2,1075,332,2
332_3,1076,332,3
332_4,1077,332,4
332_5,1078,332,5
333_1,1079,333,1
333_2,1080,333,2
333_3,1081,333,3
333_4,1082,333,4
333_5,1083,333,5
334_1,1084,334,1
334_2,1085,334,2
334_3,1086,334,3
334_4,1087,334,4
334_5,1088,334,5
340_1,1089,340,1
340_2,1090,340,2
340_3,1091,340,3
340_4,1092,340,4
340_5,1093,340,5
342_1,1094,342,1
342_2,1095,342,2
342_3,1096,342,3
342_4,1097,342,4
342_5,1098,342,5
344_1,1099,344,1
344_2,1100,344,2
344_3,1101,344,3
344_4,1102,344,4
344_5,1103,344,5
346_1,1104,346,1
346_2,1105,346,2
346_3,1106,346,3
346_4,1107,346,4
346_5,1108,346,5
348_1,1109,348,1
348_2,1110,348,2
348_3,1111,348,3
348_4,1112,348,4
348_5,1113,348,5
349_1,1114,349,1
349_2,1115,349,2
349_3,1116,349,3
349_4,1117,349,4
349_5,1118,349,5
350_1,1119,350,1
350_2,1120,350,2
350_3,1121,350,3
350_4,1122,350,4
350_5,1123,350,5
352_1,1124,352,1
352_2,1125,352,2
352_3,1126,352,3
352_4,1127,352,4
352_5,1128,352,5
354_1,1129,354,1
354_2,1130,354,2
354_3,1131,354,3
354_4,1132,354,4
354_5,1133,354,5
355_1,1134,355,1
355_2,1135,355,2
355_3,1136,355,3
355_4,1137,355,4
355_5,1138,355,5
356_1,1139,356,1
356_2,1140,356,2
356_3,1141,356,3
356_4,1142,356,4
356_5,1143,356,5
357_1,1144,357,1
357_2,1145,357,2
357_3,1146,357,3
357_4,1147,357,4
357_5,1148,357,5
359_1,1149,359,1
359_2,1150,359,2
359_3,1151,359,3
359_4,1152,359,4
359_5,1153,359,5
360_1,1154,360,1
360_2,1155,360,2
360_3,1156,360,3
360_4,1157,360,4
360_5,1158,360,5
362_1,1159,362,1
362_2,1160,362,2
362_3,1161,362,3
362_4,1162,362,4
362_5,1163,362,5
364_1,1164,364,1
364_2,1165,364,2
364_3,1166,364,3
364_4,1167,364,4
364_5,1168,364,5
366_1,1169,366,1
366_2,1170,366,2
366_3,1171,366,3
366_4,1172,366,4
366_5,1173,366,5
367_1,1174,367,1
367_2,1175,367,2
367_3,1176,367,3
367_4,1177,367,4
367_5,1178,367,5
369_1,1179,369,1
369_2,1180,369,2
369_3,1181,369,3
369_4,1182,369,4
369_5,1183,369,5
370_1,1184,370,1
370_2,1185,370,2
370_3,1186,370,3
370_4,1187,370,4
370_5,1188,370,5
371_1,1189,371,1
371_2,1190,371,2
371_3,1191,371,3
371_4,1192,371,4
371_5,1193,371,5
374_1,1194,374,1
374_2,1195,374,2
374_3,1196,374,3
374_4,1197,374,4
374_5,1198,374,5
376_2,1199,376,2
376_3,1200,376,3
376_4,1201,376,4
376_5,1202,376,5
377_1,1203,377,1
377_2,1204,377,2
377_3,1205,377,3
377_4,1206,377,4
377_5,1207,377,5
378_1,1208,378,1
378_2,1209,378,2
378_3,1210,378,3
378_4,1211,378,4
378_5,1212,378,5
383_1,1213,383,1
383_2,1214,383,2
383_3,1215,383,3
383_4,1216,383,4
383_5,1217,383,5
384_1,1218,384,1
384_2,1219,384,2
384_3,1220,384,3
384_4,1221,384,4
384_5,1222,384,5
386_1,1223,386,1
386_3,1224,386,3
386_4,1225,386,4
386_5,1226,386,5
388_1,1227,388,1
388_2,1228,388,2
388_3,1229,388,3
388_4,1230,388,4
388_5,1231,388,5
389_1,1232,389,1
389_2,1233,389,2
389_3,1234,389,3
389_4,1235,389,4
389_5,1236,389,5
390_1,1237,390,1
390_2,1238,390,2
390_3,1239,390,3
390_4,1240,390,4
390_5,1241,390,5
393_1,1242,393,1
393_2,1243,393,2
393_3,1244,393,3
393_4,1245,393,4
393_5,1246,393,5
396_1,1247,396,1
396_3,1248,396,3
399_1,1249,399,1
399_2,1250,399,2
399_3,1251,399,3
399_4,1252,399,4
399_5,1253,399,5
400_1,1254,400,1
400_2,1255,400,2
400_3,1256,400,3
400_4,1257,400,4
400_5,1258,400,5
403_1,1259,403,1
403_2,1260,403,2
403_3,1261,403,3
403_4,1262,403,4
403_5,1263,403,5
405_1,1264,405,1
405_2,1265,405,2
405_3,1266,405,3
405_4,1267,405,4
405_5,1268,405,5
407_1,1269,407,1
407_2,1270,407,2
407_3,1271,407,3
407_4,1272,407,4
407_5,1273,407,5
408_1,1274,408,1
408_2,1275,408,2
408_3,1276,408,3
408_4,1277,408,4
408_5,1278,408,5
409_2,1279,409,2
409_3,1280,409,3
409_4,1281,409,4
409_5,1282,409,5
412_1,1283,412,1
412_2,1284,412,2
412_3,1285,412,3
412_4,1286,412,4
412_5,1287,412,5
413_1,1288,413,1
413_2,1289,413,2
413_3,1290,413,3
413_4,1291,413,4
413_5,1292,413,5
416_1,1293,416,1
416_2,1294,416,2
416_3,1295,416,3
416_4,1296,416,4
416_5,1297,416,5
418_1,1298,418,1
418_2,1299,418,2
418_3,1300,418,3
418_4,1301,418,4
419_1,1302,419,1
419_2,1303,419,2
419_3,1304,419,3
419_4,1305,419,4
419_5,1306,419,5
420_1,1307,420,1
420_2,1308,420,2
420_3,1309,420,3
420_4,1310,420,4
420_5,1311,420,5
421_1,1312,421,1
421_2,1313,421,2
421_3,1314,421,3
421_4,1315,421,4
421_5,1316,421,5
422_1,1317,422,1
422_2,1318,422,2
422_3,1319,422,3
422_5,1320,422,5
423_2,1321,423,2
423_3,1322,423,3
423_5,1323,423,5
424_1,1324,424,1
424_2,1325,424,2
424_3,1326,424,3
424_4,1327,424,4
424_5,1328,424,5
425_1,1329,425,1
425_2,1330,425,2
425_3,1331,425,3
425_4,1332,425,4
425_5,1333,425,5
426_1,1334,426,1
426_2,1335,426,2
426_3,1336,426,3
426_4,1337,426,4
426_5,1338,426,5
427_1,1339,427,1
427_2,1340,427,2
427_3,1341,427,3
427_4,1342,427,4
427_5,1343,427,5
428_1,1344,428,1
428_2,1345,428,2
428_3,1346,428,3
428_4,1347,428,4
428_5,1348,428,5
429_1,1349,429,1
429_2,1350,429,2
429_3,1351,429,3
429_4,1352,429,4
429_5,1353,429,5
430_1,1354,430,1
430_2,1355,430,2
430_3,1356,430,3
430_4,1357,430,4
430_5,1358,430,5
431_1,1359,431,1
